date,state,price
2022-1,Johor,3.5486952388225212
2022-2,Johor,3.4464833884040096
2022-3,Johor,3.28524655730356
2022-4,Johor,3.437504543570746
2022-5,Johor,4.640967258992841
2022-6,Johor,4.55617506400476
2022-7,Johor,4.845275086144833
2022-8,Johor,4.711648361931507
2022-9,Johor,3.465083195933855
2022-10,Johor,2.908608238672484
2022-11,Johor,2.687132977312146
2022-12,Johor,3.053949206153585
2023-1,Johor,3.977683117868768
2023-2,Johor,5.8819218284820165
2023-3,Johor,4.272910897417571
2023-4,Johor,2.590430107461596
2023-5,Johor,2.788273512489041
2023-6,Johor,5.208117071351493
2023-7,Johor,4.145557833782416
2023-8,Johor,3.685887662451101
2023-9,Johor,2.9688129245933363
2023-10,Johor,2.8686671205856773
2023-11,Johor,4.304452983337657
2022-1,Kedah,3.5958220300365924
2022-2,Kedah,3.543088724381107
2022-3,Kedah,3.67309366515974
2022-4,Kedah,3.4869238032009138
2022-5,Kedah,4.055366555541298
2022-6,Kedah,4.62915874482187
2022-7,Kedah,4.549537937179187
2022-8,Kedah,4.447349811570345
2022-9,Kedah,3.842107886021091
2022-10,Kedah,3.306163337634513
2022-11,Kedah,2.959148488154647
2022-12,Kedah,3.4669493199748445
2023-1,Kedah,4.062216757823988
2023-2,Kedah,5.2377319230613235
2023-3,Kedah,3.848273927002125
2023-4,Kedah,3.168520384314285
2023-5,Kedah,3.5733498138506494
2023-6,Kedah,4.73640226252488
2023-7,Kedah,4.155348851092762
2023-8,Kedah,3.671561278573875
2023-9,Kedah,3.2178470005901234
2023-10,Kedah,3.0834662262798203
2023-11,Kedah,4.15326106869809
2022-1,Kelantan,3.180129725897777
2022-2,Kelantan,3.4955630589103506
2022-3,Kelantan,4.353518575956115
2022-4,Kelantan,3.718382298309562
2022-5,Kelantan,4.3563391479881854
2022-6,Kelantan,4.994204735791586
2022-7,Kelantan,4.9912545572698015
2022-8,Kelantan,4.413903879136819
2022-9,Kelantan,4.211186044474596
2022-10,Kelantan,3.6102401691802917
2022-11,Kelantan,3.456900796514593
2022-12,Kelantan,4.132790341693487
2023-1,Kelantan,5.247255587208959
2023-2,Kelantan,5.408064482490373
2023-3,Kelantan,3.6809779362603288
2023-4,Kelantan,3.6136551416014773
2023-5,Kelantan,4.3027583527893905
2023-6,Kelantan,5.335630477035979
2023-7,Kelantan,3.668179258600136
2023-8,Kelantan,3.6180566945643
2023-9,Kelantan,3.4106634987605013
2023-10,Kelantan,3.5242498395939235
2023-11,Kelantan,3.9627324281785006
2022-1,Melaka,3.5835581848706846
2022-2,Melaka,3.5278653250773995
2022-3,Melaka,3.397772066643034
2022-4,Melaka,3.552791418189969
2022-5,Melaka,4.927309736146206
2022-6,Melaka,4.701391269335412
2022-7,Melaka,4.904391820259974
2022-8,Melaka,4.6879128304926985
2022-9,Melaka,3.6311710276768925
2022-10,Melaka,3.0758860653945375
2022-11,Melaka,2.8863972963986746
2022-12,Melaka,3.2425320873431374
2023-1,Melaka,4.012800033566835
2023-2,Melaka,5.767056346612719
2023-3,Melaka,4.005382738940987
2023-4,Melaka,2.7095872667025622
2023-5,Melaka,3.112972006806126
2023-6,Melaka,5.1966913109908
2023-7,Melaka,4.006383820315566
2023-8,Melaka,3.6955205922948893
2023-9,Melaka,2.9209296305546304
2023-10,Melaka,2.9168491439329354
2023-11,Melaka,4.430140169300719
2022-1,Negeri Sembilan,3.5122742687236705
2022-2,Negeri Sembilan,3.499972975381134
2022-3,Negeri Sembilan,3.6966828759024897
2022-4,Negeri Sembilan,3.606416246656106
2022-5,Negeri Sembilan,4.65589270113018
2022-6,Negeri Sembilan,4.827058862818289
2022-7,Negeri Sembilan,4.8844446022857
2022-8,Negeri Sembilan,4.716635895333552
2022-9,Negeri Sembilan,4.033476417662978
2022-10,Negeri Sembilan,3.445893137858292
2022-11,Negeri Sembilan,3.2013940243240238
2022-12,Negeri Sembilan,3.43378693411031
2023-1,Negeri Sembilan,4.101847267993424
2023-2,Negeri Sembilan,5.61671863081401
2023-3,Negeri Sembilan,3.924634748207765
2023-4,Negeri Sembilan,2.770671710239078
