date,state,price
2022-1,Johor,5.290018562886687
2022-2,Johor,6.23244494789888
2022-3,Johor,4.586733621654447
2022-4,Johor,5.302808776265014
2022-5,Johor,5.152984751012828
2022-6,Johor,6.226569440957824
2022-7,Johor,5.572329274429398
2022-8,Johor,5.9891776202440195
2022-9,Johor,5.063305070478294
2022-10,Johor,4.755311377945953
2022-11,Johor,3.963408697481545
2022-12,Johor,5.109626748199911
2023-1,Johor,8.039568115752495
2023-2,Johor,8.738092956653968
2023-3,Johor,8.317892333852503
2023-4,Johor,5.7342211274540364
2023-5,Johor,3.5738555559379255
2023-6,Johor,4.2652410830410705
2023-7,Johor,6.420529266077391
2023-8,Johor,5.90694430378455
2023-9,Johor,6.186249105612615
2023-10,Johor,5.51039274277964
2023-11,Johor,5.257645796373312
2022-1,Kedah,5.343871031382976
2022-2,Kedah,6.0933630480689
2022-3,Kedah,4.609250269169682
2022-4,Kedah,5.401602439996105
2022-5,Kedah,5.270640313002263
2022-6,Kedah,6.358044759575809
2022-7,Kedah,5.909559237565895
2022-8,Kedah,6.075207520358836
2022-9,Kedah,5.376497742221888
2022-10,Kedah,5.186138851591072
2022-11,Kedah,4.494199234174689
2022-12,Kedah,5.436249154341611
2023-1,Kedah,8.139966643067753
2023-2,Kedah,8.747692595964908
2023-3,Kedah,8.435480994975794
2023-4,Kedah,6.099606547903063
2023-5,Kedah,4.123647365513566
2023-6,Kedah,4.745561977969604
2023-7,Kedah,6.666905384588741
2023-8,Kedah,6.286242799231224
2023-9,Kedah,6.5219393810483
2023-10,Kedah,6.01078253435152
2023-11,Kedah,5.705581486137961
2022-1,Kelantan,5.207972382667709
2022-2,Kelantan,5.96137071841736
2022-3,Kelantan,4.342807255071645
2022-4,Kelantan,5.027782356615157
2022-5,Kelantan,5.018675062255427
2022-6,Kelantan,6.049580732222578
2022-7,Kelantan,5.72947994860192
2022-8,Kelantan,5.976248257799629
2022-9,Kelantan,5.159947286374492
2022-10,Kelantan,4.775296997719886
2022-11,Kelantan,4.051636130544718
2022-12,Kelantan,5.12998138546571
2023-1,Kelantan,7.748170078584243
2023-2,Kelantan,8.406038845006517
2023-3,Kelantan,7.892956886883496
2023-4,Kelantan,5.832785327126
2023-5,Kelantan,3.7170298355921823
2023-6,Kelantan,4.237933091226174
2023-7,Kelantan,6.431719956723623
2023-8,Kelantan,6.076086943234452
2023-9,Kelantan,6.224878462720215
2023-10,Kelantan,5.538814270016397
2023-11,Kelantan,5.252316933513958
2022-1,Melaka,5.381927047027047
2022-2,Melaka,6.165631202364887
2022-3,Melaka,4.371919354838709
2022-4,Melaka,5.440814327915778
2022-5,Melaka,5.1905664202464195
2022-6,Melaka,6.495242023596045
2022-7,Melaka,5.625018055175366
2022-8,Melaka,6.22367825445566
2022-9,Melaka,5.1529360063729275
2022-10,Melaka,4.910759051258844
2022-11,Melaka,4.007326857903656
2022-12,Melaka,5.477825017017847
2023-1,Melaka,8.208383952004654
2023-2,Melaka,8.831780842259317
2023-3,Melaka,8.341387402908023
2023-4,Melaka,5.776959024438761
2023-5,Melaka,3.755678444989107
2023-6,Melaka,4.5480912609609065
2023-7,Melaka,6.372473483772078
2023-8,Melaka,6.09870941673771
2023-9,Melaka,6.220621052812868
2023-10,Melaka,5.725979236633169
2023-11,Melaka,5.501577401250355
2022-1,Negeri Sembilan,5.289688828861557
2022-2,Negeri Sembilan,6.044620790961057
2022-3,Negeri Sembilan,4.2237761088599495
2022-4,Negeri Sembilan,5.126995334190595
2022-5,Negeri Sembilan,5.0411602327239144
2022-6,Negeri Sembilan,6.26402759476031
2022-7,Negeri Sembilan,5.363624400223428
2022-8,Negeri Sembilan,5.945367642303332
2022-9,Negeri Sembilan,4.9849927652729615
2022-10,Negeri Sembilan,4.732474966749109
2022-11,Negeri Sembilan,3.9664543193643804
2022-12,Negeri Sembilan,5.171798818090736
2023-1,Negeri Sembilan,7.844626038552387
2023-2,Negeri Sembilan,8.388416142739995
2023-3,Negeri Sembilan,7.792473449899122
2023-4,Negeri Sembilan,5.613021793394777
2023-5,Negeri Sembilan,3.4432770700271367
