date,state,price
2022-01-01,Johor,6.889633789393912
2022-02-01,Johor,6.932278837088855
2022-03-01,Johor,6.960862172079388
2022-04-01,Johor,7.034728883004624
2022-05-01,Johor,7.151383420693687
2022-06-01,Johor,7.257550902981225
2022-07-01,Johor,7.295649694678183
2022-08-01,Johor,7.302467362431723
2022-09-01,Johor,7.308720487329559
2022-10-01,Johor,7.380939041815331
2022-11-01,Johor,7.396088133621814
2022-12-01,Johor,7.46927775250937
2023-01-01,Johor,7.505490680209575
2023-02-01,Johor,7.56882623952804
2023-03-01,Johor,7.583940464317474
2023-04-01,Johor,7.5420380444291775
2023-05-01,Johor,7.544826860665772
2023-06-01,Johor,7.538085752399865
2023-07-01,Johor,7.589439530852307
2023-08-01,Johor,7.604490712746006
2023-09-01,Johor,7.618753894155635
2023-10-01,Johor,7.6666932727020125
2023-11-01,Johor,7.722798271071473
2022-01-01,Kedah,6.551540507692824
2022-02-01,Kedah,6.645598803784469
2022-03-01,Kedah,6.742015099508442
2022-04-01,Kedah,6.910137229913201
2022-05-01,Kedah,7.038959093203082
2022-06-01,Kedah,7.1200284545356896
2022-07-01,Kedah,7.160674107444957
2022-08-01,Kedah,7.184548304748976
2022-09-01,Kedah,7.217830957820925
2022-10-01,Kedah,7.230865341274755
2022-11-01,Kedah,7.244947892812276
2022-12-01,Kedah,7.2452262500789715
2023-01-01,Kedah,7.265832623760896
2023-02-01,Kedah,7.277483679277182
2023-03-01,Kedah,7.272534668050536
2023-04-01,Kedah,7.304984979533837
2023-05-01,Kedah,7.32427869728651
2023-06-01,Kedah,7.359680982408613
2023-07-01,Kedah,7.347991567380579
2023-08-01,Kedah,7.352559875596605
2023-09-01,Kedah,7.335403136509622
2023-10-01,Kedah,7.343646525432121
2023-11-01,Kedah,7.38413353546049
2022-01-01,Kelantan,6.834666640491057
2022-02-01,Kelantan,6.851539249745622
2022-03-01,Kelantan,6.897171269187709
2022-04-01,Kelantan,7.051997262859559
2022-05-01,Kelantan,7.190302063809839
2022-06-01,Kelantan,7.3325008597712324
2022-07-01,Kelantan,7.405027072789479
2022-08-01,Kelantan,7.471715314899202
2022-09-01,Kelantan,7.50995967021165
2022-10-01,Kelantan,7.535094093476283
2022-11-01,Kelantan,7.57269418601089
2022-12-01,Kelantan,7.60597529967099
2023-01-01,Kelantan,7.601223284749927
2023-02-01,Kelantan,7.584428411027673
2023-03-01,Kelantan,7.5605027345018785
2023-04-01,Kelantan,7.5516633195248
2023-05-01,Kelantan,7.571645356033293
2023-06-01,Kelantan,7.529437727913172
2023-07-01,Kelantan,7.527182496717422
2023-08-01,Kelantan,7.554948860170519
2023-09-01,Kelantan,7.610427412346108
2023-10-01,Kelantan,7.63818830405852
2023-11-01,Kelantan,7.635940139869121
2022-01-01,Melaka,6.940532969446013
2022-02-01,Melaka,6.9761613710866435
2022-03-01,Melaka,7.010547696164544
2022-04-01,Melaka,7.159978697691198
2022-05-01,Melaka,7.380090800865801
2022-06-01,Melaka,7.594721518759019
2022-07-01,Melaka,7.702971194083695
2022-08-01,Melaka,7.68801891025641
2022-09-01,Melaka,7.643865928093645
2022-10-01,Melaka,7.591340928093644
2022-11-01,Melaka,7.5805383639910815
2022-12-01,Melaka,7.597651068376067
2023-01-01,Melaka,7.622725343738385
2023-02-01,Melaka,7.653481642512077
2023-03-01,Melaka,7.651756418533157
2023-04-01,Melaka,7.650448410920801
2023-05-01,Melaka,7.637848953614822
2023-06-01,Melaka,7.642504535520839
2023-07-01,Melaka,7.639664462952506
2023-08-01,Melaka,7.631346045862351
2023-09-01,Melaka,7.644969673442501
2023-10-01,Melaka,7.675161256038646
2023-11-01,Melaka,7.7630960639843245
2022-01-01,Negeri Sembilan,6.91228613142869
2022-02-01,Negeri Sembilan,6.915015377542302
2022-03-01,Negeri Sembilan,6.979148509270625
2022-04-01,Negeri Sembilan,7.117005786752796
2022-05-01,Negeri Sembilan,7.2574613966014825
2022-06-01,Negeri Sembilan,7.359153419198139
2022-07-01,Negeri Sembilan,7.413613272000283
2022-08-01,Negeri Sembilan,7.476541532400577
2022-09-01,Negeri Sembilan,7.477155106089356
2022-10-01,Negeri Sembilan,7.51495188076208
2022-11-01,Negeri Sembilan,7.529170922699481
2022-12-01,Negeri Sembilan,7.60728217636517
2023-01-01,Negeri Sembilan,7.603651540770858
2023-02-01,Negeri Sembilan,7.5769196219280515
2023-03-01,Negeri Sembilan,7.570337999249655
2023-04-01,Negeri Sembilan,7.573134231859732
2023-05-01,Negeri Sembilan,7.622720651807062
2023-06-01,Negeri Sembilan,7.625504247568599
2023-07-01,Negeri Sembilan,7.6027934716699415
2023-08-01,Negeri Sembilan,7.601168563813544
2023-09-01,Negeri Sembilan,7.58671773903919
2023-10-01,Negeri Sembilan,7.617422619779364
2023-11-01,Negeri Sembilan,7.634518674136321
2022-01-01,Pahang,7.196062525685585
2022-02-01,Pahang,7.267067329572116
2022-03-01,Pahang,7.32055227155389
2022-04-01,Pahang,7.405121619349688
2022-05-01,Pahang,7.444403761556356
2022-06-01,Pahang,7.497764107927346
2022-07-01,Pahang,7.534224189502378
2022-08-01,Pahang,7.5725866676194045
2022-09-01,Pahang,7.723827651793234
2022-10-01,Pahang,7.839176426453154
2022-11-01,Pahang,7.905669255712134
2022-12-01,Pahang,7.846242540533976
2023-01-01,Pahang,7.8149002985327485
2023-02-01,Pahang,7.821186100487104
2023-03-01,Pahang,7.872555359436407
2023-04-01,Pahang,7.8800874448058424
2023-05-01,Pahang,7.8447323948005625
2023-06-01,Pahang,7.693304054513118
2023-07-01,Pahang,7.604874703458504
2023-08-01,Pahang,7.594082206531735
2023-09-01,Pahang,7.618023598138467
2023-10-01,Pahang,7.647974176857993
2023-11-01,Pahang,7.647182314600999
2022-01-01,Perak,6.660536984436412
2022-02-01,Perak,6.7192447373504045
2022-03-01,Perak,6.7730028433490945
2022-04-01,Perak,6.8561245021317285
2022-05-01,Perak,6.9780399964981035
2022-06-01,Perak,7.1854815265273615
2022-07-01,Perak,7.30983331969681
2022-08-01,Perak,7.327029684044465
2022-09-01,Perak,7.273426302177548
2022-10-01,Perak,7.289292998713175
2022-11-01,Perak,7.343862199228133
2022-12-01,Perak,7.331088372687822
2023-01-01,Perak,7.332561658198231
2023-02-01,Perak,7.336016216984972
2023-03-01,Perak,7.35027559761883
2023-04-01,Perak,7.349386494441251
2023-05-01,Perak,7.3226346305617325
2023-06-01,Perak,7.3266308551832955
2023-07-01,Perak,7.314834440119728
